alpha tag,tag,entity,mode,description,type,tone,entity_type,group,license,category,frequency
716,Public Works,National Parks and Wildlife Service NSW,FMN,SNOWY MT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8125
721,Public Works,National Parks and Wildlife Service NSW,FMN,LANE COVE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.5375
722,Public Works,National Parks and Wildlife Service NSW,FMN,CANOELANDS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.525
723,Public Works,National Parks and Wildlife Service NSW,FMN,COWAN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6875
724,Public Works,National Parks and Wildlife Service NSW,FMN,ELAN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.3125
731,Public Works,National Parks and Wildlife Service NSW,FMN,HIGH RNGE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5625
732,Public Works,National Parks and Wildlife Service NSW,FMN,GARAW HOSP-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.325
733,Public Works,National Parks and Wildlife Service NSW,FMN,GARAW FARM-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.825
734,Public Works,National Parks and Wildlife Service NSW,FMN,MULGOA TRG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.125
741,Public Works,National Parks and Wildlife Service NSW,FMN,MT DANGAR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5625
742,Public Works,National Parks and Wildlife Service NSW,FMN,MT POPPONG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.600
751,Public Works,National Parks and Wildlife Service NSW,FMN,CANOELANDS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.125
752,Public Works,National Parks and Wildlife Service NSW,FMN,WARRWOLONG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.0125
753,Public Works,National Parks and Wildlife Service NSW,FMN,MANGROVE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4375
754,Public Works,National Parks and Wildlife Service NSW,FMN,SUGARLOAF-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.050
756,Public Works,National Parks and Wildlife Service NSW,FMN,BARRINGTON-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.100
757,Public Works,National Parks and Wildlife Service NSW,FMN,MT HELEN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.875
761,Public Works,National Parks and Wildlife Service NSW,FMN,MT ALLYN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.175
762,Public Works,National Parks and Wildlife Service NSW,FMN,MT MYRA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
763,Public Works,National Parks and Wildlife Service NSW,FMN,BARRINGTON-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.875
771,Public Works,National Parks and Wildlife Service NSW,FMN,MT MARIE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.100
772,Public Works,National Parks and Wildlife Service NSW,FMN,CABBAGE TR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.125
773,Public Works,National Parks and Wildlife Service NSW,FMN,GAN GAN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.525
774,Public Works,National Parks and Wildlife Service NSW,FMN,TALAWAHL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.2125
775,Public Works,National Parks and Wildlife Service NSW,FMN,MID BRTHER-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.975
776,Public Works,National Parks and Wildlife Service NSW,FMN,BOOTI,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.025
777,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES Stand,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
781,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES MT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0625
782,Public Works,National Parks and Wildlife Service NSW,FMN,YARAHAPINI-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.825
791,Public Works,National Parks and Wildlife Service NSW,FMN,CANGAI EST-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6875
792,Public Works,National Parks and Wildlife Service NSW,FMN,CLRENCE PK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8875
801,Public Works,National Parks and Wildlife Service NSW,FMN,PT LOOKOUT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.950
802,Public Works,National Parks and Wildlife Service NSW,FMN,YARAHAPINI-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8625
803,Public Works,National Parks and Wildlife Service NSW,FMN,MT MOOMBIL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.500
804,Public Works,National Parks and Wildlife Service NSW,FMN,CHAELUNDI-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.7125
811,Public Works,National Parks and Wildlife Service NSW,FMN,PICKABOOBA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.800
812,Public Works,National Parks and Wildlife Service NSW,FMN,TOONUNBAR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.0625
813,Public Works,National Parks and Wildlife Service NSW,FMN,HAYSTACK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5125
814,Public Works,National Parks and Wildlife Service NSW,FMN,MT NARDI-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.100
815,Public Works,National Parks and Wildlife Service NSW,FMN,MT MOONMBA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.550
816,Public Works,National Parks and Wildlife Service NSW,FMN,BANYABBA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.2125
817,Public Works,National Parks and Wildlife Service NSW,FMN,SPRNGBROOK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.600
821,Public Works,National Parks and Wildlife Service NSW,FMN,WOLUMLA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.075
822,Public Works,National Parks and Wildlife Service NSW,FMN,MUMBULA MT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4375
823,Public Works,National Parks and Wildlife Service NSW,FMN,GREEN CAPE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.9125
824,Public Works,National Parks and Wildlife Service NSW,FMN,BOMBALA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.900
825,Public Works,National Parks and Wildlife Service NSW,FMN,LETTS HILL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.975
831,Public Works,National Parks and Wildlife Service NSW,FMN,SLAP UP-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.800
832,Public Works,National Parks and Wildlife Service NSW,FMN,PLUMWOOD-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
833,Public Works,National Parks and Wildlife Service NSW,FMN,PEAK ALONE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.8875
834,Public Works,National Parks and Wildlife Service NSW,FMN,MUMBULA MT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.925
835,Public Works,National Parks and Wildlife Service NSW,FMN,BUDAWANG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.8125
836,Public Works,National Parks and Wildlife Service NSW,FMN,MT CRONIN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.2875
841,Public Works,National Parks and Wildlife Service NSW,FMN,ELLSMORE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.550
842,Public Works,National Parks and Wildlife Service NSW,FMN,KNIGHTS HL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.150
843,Public Works,National Parks and Wildlife Service NSW,FMN,RED ROCKS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.5625
844,Public Works,National Parks and Wildlife Service NSW,FMN,BUDAWANG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.100
845,Public Works,National Parks and Wildlife Service NSW,FMN,VINCENTIA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8125
846,Public Works,National Parks and Wildlife Service NSW,FMN,MT KEIRA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.6125
851,Public Works,National Parks and Wildlife Service NSW,FMN,MT PERISHR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.850
852,Public Works,National Parks and Wildlife Service NSW,FMN,WAMBROOK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.1625
853,Public Works,National Parks and Wildlife Service NSW,FMN,YOUNGAL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
854,Public Works,National Parks and Wildlife Service NSW,FMN,INGEBYRA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.875
855,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.650
856,Public Works,National Parks and Wildlife Service NSW,FMN,Tingaring -I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
861,Public Works,National Parks and Wildlife Service NSW,FMN,JINGELLIC-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.6875
862,Public Works,National Parks and Wildlife Service NSW,FMN,SELWYN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.250
863,Public Works,National Parks and Wildlife Service NSW,FMN,TALBINGO-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.750
864,Public Works,National Parks and Wildlife Service NSW,FMN,MT GININI-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.075
865,Public Works,National Parks and Wildlife Service NSW,FMN,YAVEN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.725
866,Public Works,National Parks and Wildlife Service NSW,FMN,BUGTOWN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.7625
867,Public Works,National Parks and Wildlife Service NSW,FMN,STALLION-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.550
868,Public Works,National Parks and Wildlife Service NSW,FMN,TUMORRAMA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0125
869,Public Works,National Parks and Wildlife Service NSW,FMN,YOUNGAL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.7625
870,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.975
881,Public Works,National Parks and Wildlife Service NSW,FMN,MT CRONIN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.1625
882,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK TRIG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.125
883,Public Works,National Parks and Wildlife Service NSW,FMN,MT GININI-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.875
891,Public Works,National Parks and Wildlife Service NSW,FMN,KADINA TRG-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.825
892,Public Works,National Parks and Wildlife Service NSW,FMN,CANOBOLAS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
893,Public Works,National Parks and Wildlife Service NSW,FMN,WARRADERRY-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.5875
894,Public Works,National Parks and Wildlife Service NSW,FMN,SUNNY CNR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.025
895,Public Works,National Parks and Wildlife Service NSW,FMN,MT MEEHAN-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.2375
901,Public Works,National Parks and Wildlife Service NSW,FMN,THE TOPS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.450
902,Public Works,National Parks and Wildlife Service NSW,FMN,GOVERNOR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.000
911,Public Works,National Parks and Wildlife Service NSW,FMN,GWABEGAR-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.875
912,Public Works,National Parks and Wildlife Service NSW,FMN,WANDA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.975
913,Public Works,National Parks and Wildlife Service NSW,FMN,BUCKINGUY-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9375
914,Public Works,National Parks and Wildlife Service NSW,FMN,PILGA EAST-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.825
921,Public Works,National Parks and Wildlife Service NSW,FMN,CN CRUAICH-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.1375
922,Public Works,National Parks and Wildlife Service NSW,FMN,BODANGORA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.475
923,Public Works,National Parks and Wildlife Service NSW,FMN,GOONOO-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.000
924,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.900
931,Public Works,National Parks and Wildlife Service NSW,FMN,MT ROSS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.4375
932,Public Works,National Parks and Wildlife Service NSW,FMN,MACKENZIE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.475
933,Public Works,National Parks and Wildlife Service NSW,FMN,BNOO BNOO-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.675
934,Public Works,National Parks and Wildlife Service NSW,FMN,SUMMIT MT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.200
935,Public Works,National Parks and Wildlife Service NSW,FMN,HALAMS HLL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0875
936,Public Works,National Parks and Wildlife Service NSW,FMN,BORA BNGRA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
941,Public Works,National Parks and Wildlife Service NSW,FMN,PT LOOKOUT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,165.1375
942,Public Works,National Parks and Wildlife Service NSW,FMN,PORTER CMP-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4625
943,Public Works,National Parks and Wildlife Service NSW,FMN,LT DUVAL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.9875
944,Public Works,National Parks and Wildlife Service NSW,FMN,MELROSE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9625
945,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES MT-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
946,Public Works,National Parks and Wildlife Service NSW,FMN,MT MYRA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.700
951,Public Works,National Parks and Wildlife Service NSW,FMN,MATHOURA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.650
952,Public Works,National Parks and Wildlife Service NSW,FMN,HOMELEA-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.375
953,Public Works,National Parks and Wildlife Service NSW,FMN,STONY HILL-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.150
961,Public Works,National Parks and Wildlife Service NSW,FMN,Bhewerre 2,RM,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,163.025
962,Public Works,National Parks and Wildlife Service NSW,FMN,Pt Perp,RM,107.2 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
Channel 1,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.0125
Channel 2,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.1375
Channel 3,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.2875
Channel 4,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.025
Channel 5,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.200
Channel 6,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.275
Channel 7,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.2625
Channel 8,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.250
Chamnel 9,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.850
Channel 10,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.875
Channel 11,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.900
Channel 12,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,82.000
Channel 13,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable - Portable Repeater 1 - BLUE,RM,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,82.0375
Channel 14,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable - Portable Repeater 2 - ORANGE,RM,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,82.2875
Channel 15,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable - Portable Repeater 3 - GREEN,RM,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.925
Channel 16,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable - Portable Repeater 4 - BROWN,RM,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.4625
Channel 17,Fire-Tac,National Parks and Wildlife Service NSW,FM,NSW State Forests Fireground 1 - Simplex - 5w,M,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,82.3875
Channel 18,Fire-Tac,National Parks and Wildlife Service NSW,FM,NSW State Forests Fireground 2 - Simplex - 5w,M,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.8375
Channel 19,Fire-Tac,National Parks and Wildlife Service NSW,FM,NSW State Forests Fireground 3 - Simplex - 5w,M,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.9625
Channel 20,Fire-Tac,National Parks and Wildlife Service NSW,FM,NSW State Forests - Simplex - 5w,M,107.2 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.9375
Channel 21,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.0125
Channel 22,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.1375
Channel 23,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.2875
Channel 24,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.025
Channel 25,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,80.200
Channel 26,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.275
Channel 27,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.2625
Channel 28,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.250
Channel 29,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.850
Channel 30,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.875
Channel 31,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,81.900
Channel 32,Public Works,National Parks and Wildlife Service NSW,FM,Mobile/Portable to Mobile/Portable via Repeater,RM,141.3 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,82.000
Channel 33,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 1/21,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.5125
Channel 34,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 2/22,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.6375
Channel 35,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 3/23,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.7875
Channel 36,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 4/24,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.525
Channel 37,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 5/25,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.700
Channel 38,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 6/26,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.775
Channel 39,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 7/27,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.7625
Channel 40,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 8/28,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.750
Channel 41,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 9/29,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.350
Channel 42,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 10/30,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.375
Channel 43,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 11/31,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.400
Channel 44,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 12/32,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.500
Channel 45,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 13 - BLUE,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.5375
Channel 46,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 14 - ORANGE,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.7875
Channel 47,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 15 - GREEN,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.425
Channel 48,Public Works,National Parks and Wildlife Service NSW,FM,Car to Car / Point to Point - Single Frequency - Associated repeater 16 - BROWN,M,123.0 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.9625
Channel 49,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 1,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.5125
Channel 50,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 2,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.6375
Channel 51,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 3,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.7875
Channel 52,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 4,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.525
Channel 53,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 5,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,77.700
Channel 54,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 6,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.775
Channel 55,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 7,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.7625
Channel 56,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 8,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,78.750
Channel 57,Public Works,National Parks and Wildlife Service NSW,FM,Reverse frequency for contact with mobiles out of repeater range and within line of sight - Associated Channel 9,RM,151.4 PL,Public Safety,NPWS - All Regions,,NPWS VHF Radio System,79.350
